,online_order,book_table,cuisines,approx_cost(for two people),listed_in(type),type,rate
14661,1,0,2,300.0,2,8,4.1
11626,1,0,17,800.0,1,3,3.7
31,1,0,17,500.0,2,8,2.8
25228,1,1,17,600.0,2,10,4.4
29284,0,0,17,2000.0,0,10,3.7
37548,0,1,17,1800.0,5,10,4.5
41311,1,0,17,600.0,2,4,3.3
32117,1,1,17,1500.0,0,4,4.4
33660,1,0,17,500.0,3,10,4.5
38393,0,0,17,250.0,2,8,3.0
12404,0,0,7,800.0,3,7,4.0
8666,1,0,17,600.0,2,4,3.9
8107,1,0,15,350.0,4,8,2.8
30896,1,0,1,400.0,3,0,3.8
29514,1,0,17,500.0,2,4,3.9
2019,0,0,17,600.0,4,4,3.6
37790,0,0,3,350.0,1,3,3.6
25318,1,0,17,600.0,2,8,2.6
49020,1,0,17,800.0,2,4,2.7
13841,0,0,4,400.0,2,6,3.3
28488,1,0,17,400.0,4,4,3.8
10683,1,0,17,250.0,4,8,3.2
7816,1,0,17,500.0,4,8,3.9
31103,0,1,17,1100.0,4,4,4.3
27000,1,1,17,1300.0,2,4,4.5
10938,1,0,17,550.0,4,10,4.7
49470,0,0,17,330.0,2,10,2.7
11614,0,0,17,900.0,1,3,4.5
34697,1,1,17,1200.0,5,1,4.3
21121,0,0,17,600.0,4,4,3.6
29579,1,0,17,400.0,2,4,3.8
51417,0,0,17,200.0,4,8,3.4
43582,1,0,2,400.0,4,8,3.4
28927,1,0,17,1200.0,4,4,4.5
1487,1,0,17,500.0,2,3,2.6
43974,0,1,17,1800.0,0,10,4.2
9721,1,0,15,250.0,2,8,3.2
38135,1,1,17,2100.0,2,4,3.9
39009,1,0,17,300.0,4,8,3.3
50573,1,1,17,1100.0,2,10,3.7
9512,0,0,17,300.0,2,2,3.7
739,0,0,17,150.0,4,8,3.7
33043,1,0,17,550.0,2,10,4.6
5095,0,0,3,400.0,1,3,3.1
40990,1,0,14,300.0,2,8,3.2
30503,1,0,17,350.0,2,8,3.2
27535,1,0,15,300.0,2,6,3.3
45528,1,0,17,250.0,3,10,2.9
14751,1,0,18,300.0,2,8,3.4
19050,1,0,17,300.0,4,8,4.1
8276,1,1,17,1300.0,0,4,4.2
51548,0,0,17,200.0,4,8,3.2
48177,1,1,17,1700.0,4,5,4.5
5495,1,1,17,1700.0,2,5,4.6
13526,1,0,17,400.0,2,8,2.9
46883,0,0,18,200.0,4,8,3.7
30286,1,0,17,500.0,2,9,4.4
11788,1,1,17,1500.0,2,4,4.4
8444,1,0,17,600.0,2,8,4.1
27320,1,0,12,800.0,2,7,3.9
8279,1,1,17,1500.0,0,4,4.5
12645,0,1,17,3500.0,4,10,4.3
47867,0,0,17,500.0,2,4,3.9
10612,1,0,17,500.0,4,8,3.3
32213,1,0,3,500.0,1,3,4.0
31990,0,1,17,1500.0,5,10,4.1
18840,0,0,14,450.0,4,4,2.4
42319,1,0,1,500.0,2,6,4.3
10864,0,1,17,1000.0,4,10,4.5
18814,0,0,20,400.0,4,4,3.0
47851,0,0,7,350.0,2,7,3.8
37936,1,0,1,500.0,2,0,4.0
2781,1,0,17,150.0,2,2,3.6
36484,1,0,17,250.0,3,10,3.5
30494,0,0,17,2000.0,2,10,3.7
41673,0,0,17,800.0,4,4,3.1
19094,1,0,14,400.0,4,8,3.3
16968,1,0,17,700.0,4,3,4.4
22660,1,0,15,250.0,2,8,3.3
20244,1,0,17,750.0,2,4,4.1
19607,1,0,5,600.0,2,4,3.9
41684,0,0,17,400.0,4,10,3.2
46964,0,1,17,1300.0,4,4,4.8
31265,1,1,17,1300.0,4,10,4.2
32464,1,0,17,400.0,2,8,4.0
43320,0,1,17,1800.0,4,4,4.5
30945,1,0,17,500.0,3,10,4.0
6868,1,1,5,800.0,2,4,4.4
37786,1,0,3,700.0,1,3,3.8
49856,0,0,17,600.0,4,4,3.8
11391,0,0,17,450.0,4,10,3.2
19819,1,0,17,350.0,2,8,3.9
34926,1,0,17,600.0,2,8,3.9
26421,0,0,17,400.0,4,8,3.7
22190,1,0,17,400.0,2,10,3.7
42675,1,1,17,1000.0,2,4,4.1
30229,1,0,17,350.0,2,8,3.1
49965,0,0,17,500.0,4,8,2.8
914,1,0,17,500.0,1,3,2.6
21296,1,0,17,800.0,4,4,4.0
19750,1,0,17,250.0,2,8,3.2
36294,0,0,16,600.0,2,4,3.4
31142,1,0,17,350.0,4,10,4.0
46561,0,0,6,450.0,2,4,2.9
32624,1,1,17,1600.0,2,10,4.5
12944,0,0,2,300.0,4,8,3.7
42032,0,0,17,250.0,4,8,3.8
14569,1,0,11,1800.0,5,1,3.2
4052,1,1,17,750.0,2,4,3.9
48165,0,1,17,2200.0,4,10,4.4
15125,0,0,17,400.0,2,8,3.4
23489,0,0,3,700.0,4,3,3.6
16797,1,0,17,450.0,2,8,4.3
37252,1,0,4,300.0,4,8,3.6
8867,1,0,0,200.0,2,9,3.7
44522,1,0,17,400.0,4,8,3.9
22557,1,0,18,400.0,2,4,3.6
13571,1,0,17,400.0,2,9,3.3
14866,1,0,17,1500.0,2,4,4.2
39244,1,0,17,650.0,4,8,3.4
17552,0,1,17,2800.0,0,10,4.3
25647,1,0,17,400.0,2,9,3.5
27178,1,0,17,100.0,2,2,3.2
37149,0,0,17,800.0,4,4,3.9
41453,1,0,0,450.0,3,0,3.3
4620,1,0,17,500.0,4,3,2.9
35341,1,0,17,900.0,2,3,4.4
26775,1,0,10,100.0,2,8,3.1
3470,0,1,17,800.0,4,3,4.1
13685,0,0,15,500.0,2,4,3.6
538,1,0,17,300.0,3,0,4.0
3350,1,0,18,100.0,4,8,4.2
48192,0,1,17,1500.0,4,10,4.2
39500,1,0,19,300.0,2,8,4.0
18590,0,0,17,450.0,3,4,2.8
49238,1,0,17,500.0,2,4,2.8
39678,1,0,17,300.0,2,8,3.0
5547,1,1,17,1500.0,2,10,4.1
42588,0,0,15,200.0,2,8,3.5
30637,0,0,17,300.0,2,8,3.3
26283,1,0,17,300.0,4,8,3.2
41559,1,0,17,800.0,4,4,3.8
34707,1,1,17,1000.0,5,5,4.4
8662,1,0,17,350.0,2,8,3.6
51555,0,0,17,250.0,4,8,3.5
37343,1,0,17,400.0,4,8,3.6
40134,1,0,17,750.0,4,4,2.8
8302,1,0,17,700.0,1,3,3.8
33304,1,0,14,750.0,2,4,3.4
564,1,0,17,800.0,4,4,4.1
30179,1,0,17,400.0,2,8,3.7
42540,1,0,5,700.0,2,4,3.5
20696,0,0,17,600.0,2,10,3.2
43205,0,1,17,3000.0,4,10,4.0
13057,0,1,17,800.0,4,4,4.2
7946,0,0,17,1100.0,4,5,3.8
6692,0,1,17,1000.0,6,10,4.1
32855,1,0,10,500.0,2,9,3.3
7763,1,0,17,750.0,4,4,2.8
47477,1,0,17,500.0,2,8,3.4
2514,1,1,17,800.0,1,3,4.2
10572,1,0,17,300.0,4,8,3.8
39898,1,0,17,300.0,2,9,3.5
49551,1,0,0,350.0,3,9,3.4
31467,1,0,17,300.0,4,8,4.4
16603,1,0,17,450.0,2,6,3.7
6093,0,1,17,2500.0,4,10,4.2
39918,1,1,17,900.0,2,4,3.7
41631,1,0,17,750.0,4,4,3.6
45032,1,0,17,900.0,2,3,3.7
46235,1,0,17,500.0,2,9,3.9
8630,1,0,14,500.0,2,6,3.7
42387,1,0,8,300.0,2,7,4.1
40820,0,0,17,500.0,2,8,3.6
2398,1,0,17,400.0,4,8,4.0
3303,0,0,17,450.0,4,8,3.9
34281,0,0,17,400.0,4,10,3.8
19700,1,1,17,800.0,2,4,4.2
31157,1,0,17,600.0,4,4,3.8
891,0,0,17,700.0,1,3,3.9
39459,1,0,17,650.0,2,3,4.2
24080,1,0,17,500.0,2,4,3.7
12222,1,0,18,1000.0,2,4,3.7
14300,0,0,17,400.0,4,8,3.3
46711,1,0,12,250.0,3,7,3.3
21529,1,0,17,200.0,4,8,3.8
42597,1,0,17,700.0,2,3,4.1
42766,0,1,17,1500.0,2,10,4.0
33342,0,1,17,800.0,2,4,4.3
32660,1,1,17,1500.0,2,4,4.5
14099,1,1,17,600.0,4,4,3.2
9306,1,0,17,650.0,2,4,3.5
25194,0,0,17,450.0,1,3,3.9
18535,0,0,17,150.0,3,8,3.5
346,1,0,17,600.0,2,3,3.7
2244,1,1,17,1600.0,4,10,4.4
15133,0,0,15,500.0,2,6,2.9
32469,1,0,17,300.0,2,6,3.5
27774,0,0,17,150.0,2,2,3.4
40161,1,0,18,150.0,4,8,4.7
24464,0,0,17,350.0,2,10,3.7
36874,0,0,17,800.0,4,3,4.4
17422,1,0,17,300.0,4,8,3.8
32376,1,0,17,300.0,2,4,4.0
50505,1,0,17,300.0,2,8,3.7
11974,0,0,7,200.0,2,7,3.8
39469,1,0,17,750.0,2,4,4.0
10619,1,0,10,300.0,4,8,3.5
49745,1,0,5,600.0,4,8,3.5
14020,0,0,17,300.0,3,0,3.1
46241,1,0,17,500.0,2,4,3.6
23680,1,0,17,400.0,4,8,3.8
48040,0,0,1,500.0,3,10,3.3
46792,1,0,17,400.0,4,8,3.8
37814,1,0,15,300.0,2,8,3.2
43039,1,0,7,900.0,3,7,4.0
44241,0,0,14,200.0,2,10,3.7
40518,0,1,17,1300.0,0,4,4.0
4478,1,0,17,400.0,3,7,4.2
2583,1,0,17,300.0,2,8,3.9
33491,0,0,17,150.0,2,8,3.0
18599,0,0,1,600.0,3,10,3.7
9455,1,0,17,300.0,2,9,3.7
11729,1,0,1,500.0,2,6,3.7
3194,1,0,17,500.0,3,3,4.1
48210,0,1,17,1000.0,4,3,4.1
21054,1,0,17,700.0,4,4,3.7
5211,1,0,17,700.0,2,8,3.6
43675,0,0,18,250.0,4,8,3.6
40425,1,0,16,550.0,4,4,3.7
39885,1,0,18,500.0,2,4,3.8
4440,0,0,17,200.0,2,8,3.6
48371,0,0,14,700.0,4,4,3.0
13741,0,0,17,250.0,2,8,3.3
632,0,0,18,100.0,4,8,4.7
46688,0,0,17,400.0,3,10,3.7
16838,1,1,17,1100.0,2,4,4.0
30097,1,0,17,500.0,2,8,3.8
24545,0,0,1,500.0,2,0,3.5
21400,1,0,20,300.0,4,8,3.8
45740,0,0,17,500.0,4,4,3.6
45165,1,0,17,500.0,2,8,3.2
25500,0,0,15,400.0,2,8,2.6
21161,1,0,17,850.0,4,4,3.7
2673,1,0,17,150.0,2,2,3.7
6900,1,0,16,400.0,2,8,3.9
21031,1,0,17,150.0,3,9,3.5
51545,0,0,17,400.0,4,8,3.4
4936,1,1,17,1400.0,5,10,4.4
39545,1,0,17,450.0,2,4,3.8
17418,0,0,17,700.0,4,5,3.3
10142,1,0,17,200.0,2,8,3.4
6854,1,0,17,300.0,2,6,3.5
3729,0,0,17,400.0,4,3,3.7
30251,1,0,17,250.0,2,6,3.4
16655,1,0,17,400.0,2,8,3.1
35923,0,0,17,400.0,2,6,3.3
39058,0,0,17,200.0,4,8,3.0
36307,0,0,10,300.0,2,10,3.5
36494,1,0,8,450.0,3,7,4.3
8924,1,0,12,450.0,2,7,3.6
51158,1,0,17,500.0,4,4,2.9
17099,0,0,17,250.0,4,3,3.5
8228,1,0,14,700.0,4,10,3.7
13607,1,0,17,600.0,2,8,3.9
5662,0,0,17,800.0,2,4,4.3
46344,1,0,17,550.0,2,4,3.7
15643,0,0,11,1500.0,4,10,4.0
23983,1,0,17,300.0,2,8,3.7
21778,1,0,17,600.0,1,3,4.1
20358,1,0,17,400.0,2,8,3.9
35671,1,0,13,200.0,2,10,3.8
43786,0,0,17,300.0,4,8,3.1
2538,0,0,17,400.0,1,10,3.3
642,1,0,17,500.0,4,8,3.9
40276,0,1,17,1800.0,4,4,4.2
8258,0,0,11,2000.0,5,10,3.7
176,1,0,17,450.0,2,8,3.0
47782,0,0,17,1000.0,2,10,3.9
35125,1,0,14,300.0,2,9,3.6
18544,1,0,0,100.0,3,7,3.4
47000,1,0,17,250.0,4,8,4.2
48355,1,1,17,1300.0,4,5,3.9
11425,0,0,15,900.0,4,4,3.7
7967,0,0,17,500.0,4,4,3.9
41832,0,0,17,300.0,4,8,3.5
15804,0,0,17,750.0,1,3,4.6
9953,1,0,17,600.0,2,4,3.6
3620,1,0,15,600.0,4,4,3.6
15932,1,0,17,300.0,2,9,3.6
394,1,0,17,300.0,2,8,3.6
15889,1,0,15,400.0,2,8,3.5
37155,1,0,17,700.0,4,3,3.8
9614,0,0,10,300.0,2,8,3.2
28171,1,1,17,650.0,3,3,4.2
39403,0,0,17,1500.0,5,1,3.6
11092,1,0,17,900.0,4,10,4.2
40808,0,0,4,250.0,2,8,3.3
7395,1,0,17,300.0,2,8,3.5
11462,0,1,17,1800.0,5,10,4.6
1209,1,0,17,600.0,2,9,3.3
33716,0,0,17,500.0,3,10,3.8
45074,1,0,12,450.0,2,7,3.6
6371,1,0,17,250.0,4,8,3.9
41274,1,1,17,800.0,2,4,4.0
5171,1,0,17,1600.0,2,4,4.6
34105,1,0,17,350.0,4,10,4.0
16737,1,0,17,400.0,2,6,3.4
19305,0,0,17,1000.0,5,1,2.4
37729,1,0,17,600.0,1,10,4.4
24246,1,0,17,700.0,2,6,2.9
24912,1,0,17,450.0,4,8,3.1
14742,1,1,17,800.0,2,4,3.8
10879,1,1,17,1500.0,4,5,4.9
21462,1,0,17,300.0,4,8,4.0
6771,0,1,18,1200.0,0,4,3.0
35095,1,0,14,450.0,2,8,4.3
34120,1,0,5,600.0,4,4,3.8
27878,0,0,17,250.0,2,6,3.3
5685,0,0,3,250.0,2,3,3.7
37935,1,0,17,150.0,2,2,3.9
6508,0,0,17,250.0,4,8,3.5
35277,1,0,17,250.0,2,10,3.3
10893,0,1,17,1400.0,4,10,4.5
4360,1,0,16,500.0,2,6,4.0
2925,1,1,17,800.0,2,3,4.2
8738,1,0,17,150.0,2,10,3.9
6022,1,0,14,150.0,4,8,3.1
3251,1,0,17,550.0,3,10,3.3
24564,1,0,17,250.0,2,8,2.9
33897,1,0,17,400.0,4,8,3.0
48212,0,0,3,600.0,4,3,4.4
26308,1,0,10,200.0,4,8,4.0
29682,1,1,17,600.0,2,4,4.1
24708,1,1,17,500.0,4,4,4.1
1361,1,0,20,300.0,2,8,3.4
7966,1,0,17,300.0,4,8,3.5
2083,1,0,17,400.0,4,8,4.2
24236,1,0,15,400.0,2,8,3.5
3910,1,0,17,600.0,2,4,3.5
44076,1,0,17,300.0,2,8,4.0
43536,1,0,14,300.0,4,8,3.7
49481,0,0,17,800.0,2,10,3.8
21154,1,0,17,800.0,4,4,3.4
42849,0,0,17,200.0,2,8,3.2
38992,1,0,17,400.0,4,8,3.9
25495,1,0,20,250.0,2,8,3.6
24739,0,0,14,500.0,4,4,3.6
41025,0,0,17,500.0,2,4,4.0
46741,1,0,17,700.0,4,4,3.8
27854,0,0,17,400.0,2,8,3.4
6300,0,0,17,1200.0,4,4,1.8
31255,0,1,17,1000.0,4,1,4.5
1142,1,0,17,200.0,2,2,3.5
8503,1,0,16,400.0,2,8,4.1
37232,1,0,17,300.0,4,8,2.8
5273,1,0,7,300.0,2,7,4.0
20901,1,0,8,300.0,3,7,4.2
40638,1,0,14,400.0,2,8,3.3
27454,1,0,17,600.0,2,3,4.1
4464,1,0,17,250.0,2,9,3.1
17042,1,0,15,700.0,4,4,3.8
37300,0,0,17,700.0,4,5,3.3
1480,1,0,4,550.0,2,4,3.8
41570,1,1,17,750.0,4,4,3.9
25517,0,0,17,400.0,2,8,3.7
19755,1,0,7,250.0,2,7,3.3
26441,0,0,3,500.0,4,3,3.8
13272,0,0,17,1900.0,5,10,2.9
25257,1,0,15,300.0,2,8,3.2
16434,1,0,17,450.0,2,4,3.9
50095,0,0,15,1000.0,6,10,3.3
23845,1,1,17,1200.0,5,5,4.4
21278,0,0,17,1500.0,4,10,4.3
18330,0,0,14,250.0,2,9,3.3
7179,0,0,18,300.0,2,8,3.4
15320,0,0,1,100.0,3,0,4.3
35702,1,0,16,550.0,2,4,3.9
29940,1,0,18,600.0,2,6,3.5
26036,1,0,17,450.0,4,4,2.7
12683,1,1,17,1600.0,4,4,4.3
20745,0,0,17,400.0,2,6,3.5
39323,0,1,17,1200.0,5,5,4.4
33473,0,0,17,250.0,2,8,3.6
7336,1,0,17,200.0,2,8,3.6
42201,0,1,17,1000.0,0,4,3.9
679,1,0,17,250.0,4,8,3.6
49254,1,1,17,1700.0,2,4,4.2
26135,1,0,17,450.0,4,4,3.8
5845,0,0,17,500.0,3,10,4.0
7773,1,0,17,500.0,4,4,3.6
34002,0,1,17,800.0,4,4,4.3
40189,0,0,17,250.0,4,8,4.0
32528,1,0,17,350.0,2,8,3.7
11372,0,0,17,100.0,4,8,3.2
240,0,0,18,250.0,2,8,3.3
23954,1,0,17,400.0,2,8,3.9
27352,1,0,17,500.0,2,8,3.9
40925,1,0,9,150.0,2,7,3.8
38546,1,0,17,900.0,3,10,4.1
39807,0,0,17,400.0,2,3,3.9
16901,1,0,12,450.0,3,7,4.1
5073,0,0,17,1200.0,1,10,4.1
5000,1,1,17,1200.0,0,4,4.2
14326,1,0,17,400.0,4,8,3.8
5489,1,0,17,200.0,2,8,3.6
10382,0,0,17,900.0,3,3,3.5
29748,1,0,17,300.0,2,8,3.9
12498,0,0,13,200.0,3,10,3.5
50600,0,0,17,200.0,2,8,3.4
4934,1,1,17,1300.0,5,10,4.0
19407,0,0,17,950.0,0,4,3.3
13205,1,0,1,300.0,4,10,2.8
49943,1,0,17,350.0,4,8,3.5
25176,1,0,17,700.0,1,3,4.3
15866,1,0,17,500.0,2,3,3.8
6964,0,0,17,150.0,2,8,3.7
31342,0,0,16,300.0,4,10,3.7
11875,1,0,17,700.0,2,4,3.9
41001,1,0,7,400.0,2,7,3.9
29198,1,0,17,300.0,4,8,3.4
41127,1,0,14,250.0,2,8,4.1
32848,1,0,17,300.0,2,8,3.9
38669,0,1,17,1500.0,4,4,3.8
34682,0,1,17,1000.0,5,10,4.5
8931,1,0,17,500.0,2,10,4.0
46920,0,0,17,400.0,4,8,4.0
45858,0,0,17,650.0,4,4,3.8
32826,1,0,17,550.0,2,8,3.9
46294,1,0,17,800.0,2,10,3.8
24235,1,0,17,500.0,2,7,4.1
21168,0,0,17,1200.0,4,10,3.9
7138,1,0,17,500.0,2,10,4.3
37050,1,0,17,100.0,4,8,3.3
16621,1,0,14,400.0,2,8,3.8
50347,0,0,17,700.0,2,4,3.5
43388,0,1,17,3000.0,4,10,4.2
9972,0,1,17,800.0,2,5,4.1
22947,1,0,17,250.0,2,2,3.1
8774,1,0,17,600.0,2,3,3.8
36879,1,0,17,700.0,4,4,3.6
23346,1,0,17,200.0,4,8,3.2
10668,1,0,17,350.0,4,8,3.5
23191,1,1,17,500.0,4,4,4.1
20737,0,0,17,300.0,2,6,3.6
20940,0,0,17,900.0,3,3,3.5
33766,0,0,7,850.0,3,9,3.8
1842,1,0,17,400.0,3,10,3.9
18533,1,0,17,450.0,3,10,4.1
19195,1,1,17,1000.0,4,4,2.2
28844,1,0,6,200.0,4,8,3.0
25063,0,0,17,400.0,4,8,3.6
4646,0,0,17,600.0,4,4,3.5
29516,1,0,17,800.0,2,3,4.1
14629,1,0,17,700.0,1,3,4.3
7190,0,0,17,500.0,2,8,3.7
36611,1,1,17,800.0,4,4,4.2
34956,1,0,14,350.0,2,8,3.4
17919,1,0,17,750.0,2,6,4.0
8660,1,1,17,700.0,2,4,3.9
38230,1,0,14,300.0,2,6,3.6
26337,1,0,17,400.0,4,10,2.8
9328,1,0,4,550.0,2,4,3.8
43565,1,0,17,250.0,4,8,3.9
17182,1,0,2,200.0,4,8,3.8
49917,1,0,17,400.0,4,10,3.4
30736,0,0,7,850.0,2,9,3.8
22416,1,0,14,300.0,2,8,3.1
637,1,0,17,450.0,4,8,3.8
30685,0,0,20,300.0,2,9,3.2
5818,0,0,17,400.0,3,10,3.0
48250,0,0,17,1200.0,4,10,4.1
26848,1,0,6,300.0,2,8,3.2
8308,1,0,3,900.0,1,3,2.6
39460,1,0,17,200.0,2,8,3.9
19139,0,1,17,6000.0,4,10,4.3
45538,0,0,13,200.0,3,10,3.4
35350,1,0,17,350.0,2,8,3.7
21566,0,0,17,600.0,4,4,3.2
46438,1,0,17,400.0,2,8,3.7
3033,0,1,17,1350.0,2,4,3.8
20272,1,0,17,600.0,2,6,4.2
13301,0,0,17,1300.0,6,10,4.3
48163,0,1,17,2000.0,4,10,4.5
45840,0,1,17,800.0,4,4,4.0
8955,1,0,17,400.0,2,10,3.9
7864,0,0,17,200.0,4,8,3.1
42337,1,0,17,150.0,2,8,3.5
45611,0,1,17,4000.0,4,10,4.2
44907,1,0,15,300.0,2,6,3.7
43825,0,1,17,1700.0,5,10,4.4
41018,1,0,17,650.0,2,4,2.7
3021,1,0,17,700.0,2,4,3.8
41748,1,0,20,300.0,4,8,3.6
9903,1,0,2,400.0,2,9,3.6
16703,1,0,17,200.0,2,8,2.8
13674,1,0,1,400.0,2,10,3.2
15899,1,0,17,450.0,2,6,4.0
40275,0,0,17,2200.0,4,10,3.8
47149,0,0,17,300.0,4,8,2.8
15226,0,0,17,400.0,2,8,3.8
48600,0,0,17,400.0,4,8,3.8
38015,1,0,0,400.0,2,0,3.3
3064,0,0,15,800.0,2,1,3.0
32769,1,1,17,1000.0,2,4,3.9
29525,1,0,10,100.0,2,8,3.1
13532,1,0,17,700.0,2,4,3.6
27346,1,0,18,200.0,2,8,3.4
50257,1,1,17,600.0,2,10,4.2
448,1,0,17,500.0,2,4,3.4
19776,1,0,17,350.0,2,8,3.1
38632,0,1,17,1500.0,4,4,4.6
36398,0,0,17,200.0,3,10,3.9
26738,1,0,17,300.0,2,8,3.9
44445,1,0,17,400.0,4,4,3.7
35511,1,1,17,900.0,2,4,4.1
42181,0,0,17,500.0,0,4,4.1
16581,1,0,1,500.0,2,0,3.6
6915,1,0,17,650.0,2,4,3.1
15950,1,0,17,600.0,2,6,4.0
23536,1,0,17,200.0,4,8,3.5
20141,1,0,17,100.0,2,10,3.6
26725,1,0,13,200.0,2,10,3.9
23580,1,0,17,250.0,4,8,3.1
49641,0,1,17,1500.0,4,4,4.6
9334,1,1,17,1200.0,2,10,4.1
45812,0,1,17,1000.0,4,4,4.9
3852,1,0,20,400.0,2,4,3.8
31076,0,1,17,1000.0,4,10,4.0
51380,1,0,15,300.0,4,8,3.4
2593,1,0,17,200.0,2,8,3.9
10124,1,0,17,250.0,2,8,3.7
28974,0,0,15,400.0,4,8,3.6
37243,0,0,17,300.0,4,8,3.5
43239,0,0,17,250.0,4,8,3.8
8672,1,0,17,700.0,2,3,4.1
48673,0,1,17,2800.0,4,1,3.7
20888,1,0,17,400.0,3,10,4.0
3370,0,0,17,150.0,4,8,3.3
6613,0,1,17,1500.0,5,10,4.2
47624,1,1,17,1000.0,2,5,4.0
26755,1,0,17,500.0,2,8,3.8
46924,0,0,18,150.0,4,8,3.7
38976,1,0,0,400.0,4,10,3.5
44735,1,0,17,1000.0,0,4,2.9
32623,1,0,15,400.0,2,9,3.6
35726,1,0,17,400.0,2,8,3.5
22179,1,0,17,750.0,2,6,3.8
20383,1,0,5,700.0,2,4,4.1
19101,0,0,19,150.0,4,8,3.4
38438,1,0,17,600.0,3,10,4.4
42740,0,0,15,1000.0,2,4,3.0
46967,1,1,17,1400.0,4,5,4.8
31513,1,0,17,300.0,4,8,3.6
20497,1,0,17,800.0,2,4,3.8
48030,0,0,14,600.0,3,4,3.4
23264,0,0,20,400.0,4,4,3.9
731,0,0,17,200.0,4,8,3.0
31085,1,1,17,900.0,4,10,4.3
21968,1,0,17,300.0,2,8,4.0
27084,1,0,17,550.0,2,4,3.5
21888,1,0,14,150.0,2,8,4.1
15232,0,0,17,400.0,2,3,3.4
35297,1,0,2,100.0,2,8,3.3
39097,0,0,20,200.0,4,10,3.0
32256,1,0,8,400.0,2,7,4.5
8417,1,0,17,400.0,2,3,3.7
2046,1,0,20,300.0,4,8,3.8
33250,0,0,1,300.0,2,0,3.6
16580,1,0,18,200.0,2,8,3.2
36029,0,0,17,650.0,2,4,3.9
21531,0,0,17,450.0,4,4,3.6
26495,0,1,17,1200.0,0,4,4.2
49764,1,0,17,350.0,4,8,3.3
43921,0,1,17,1500.0,6,10,4.2
5441,1,1,17,2000.0,2,10,4.3
35574,1,0,17,500.0,2,8,3.8
47670,1,0,17,100.0,2,10,3.6
17599,1,0,17,750.0,1,3,4.1
27018,1,0,17,500.0,2,8,3.5
3328,1,0,17,200.0,4,10,3.5
12606,0,0,17,900.0,4,3,4.5
33946,0,1,17,1600.0,4,4,4.7
66,1,0,18,100.0,2,8,3.6
19004,0,0,17,1000.0,4,1,2.4
11718,1,0,17,850.0,2,4,3.8
29499,1,0,17,450.0,2,7,4.2
21056,0,0,3,500.0,4,3,4.2
30824,1,1,17,900.0,2,4,4.0
49820,1,0,17,250.0,4,8,3.2
28771,0,0,17,300.0,4,8,3.4
9132,1,0,17,800.0,2,4,4.0
17602,1,0,17,600.0,1,3,3.7
1180,1,0,17,250.0,2,8,3.5
21716,0,0,17,250.0,4,8,3.3
19041,0,0,17,550.0,4,3,3.6
27085,1,0,17,300.0,2,8,3.2
21772,0,1,17,1100.0,0,5,4.4
17895,1,0,17,300.0,2,10,3.4
16464,1,1,17,750.0,2,4,4.1
7929,0,1,17,1500.0,4,4,4.0
42362,1,0,17,650.0,2,4,4.3
3347,1,0,17,500.0,4,8,3.6
288,1,0,17,100.0,2,8,3.3
50429,1,0,17,600.0,2,10,3.1
9000,1,0,15,250.0,2,8,3.9
12343,1,0,17,300.0,2,8,3.7
14885,1,0,17,1300.0,2,10,4.3
43522,0,0,4,1000.0,4,4,2.5
30078,1,0,4,300.0,2,8,3.3
35612,1,0,14,300.0,2,8,3.6
42012,1,0,15,500.0,4,8,3.8
35645,1,0,17,200.0,2,9,3.5
35906,1,0,17,200.0,2,2,3.2
2626,1,0,10,200.0,2,8,3.9
2646,1,0,17,300.0,2,10,3.3
40029,1,0,12,400.0,3,7,4.1
43754,0,0,17,250.0,4,8,3.8
47649,0,0,17,100.0,2,10,3.3
45242,1,0,17,250.0,2,8,3.9
28911,1,0,14,200.0,4,8,3.7
2278,0,0,16,350.0,4,8,3.8
48869,0,0,17,700.0,1,3,4.0
25604,1,1,17,750.0,2,4,3.9
50180,1,0,17,550.0,2,8,3.7
33735,1,0,17,400.0,3,0,3.6
12159,1,0,17,450.0,2,10,4.1
40413,0,0,20,300.0,4,8,3.6
3768,0,1,17,1500.0,0,10,4.7
41984,1,1,17,1000.0,4,5,4.1
48284,1,0,17,650.0,4,10,3.7
14752,1,0,17,400.0,2,8,3.8
16761,1,0,17,600.0,2,4,3.5
18629,1,0,0,500.0,3,0,3.5
12863,0,0,17,400.0,4,4,3.3
14625,1,1,17,1200.0,1,3,4.3
17393,1,0,17,500.0,4,4,3.4
20145,1,0,15,300.0,2,8,3.3
6906,1,0,17,700.0,2,4,2.6
12313,1,1,17,400.0,2,8,3.1
6079,0,1,17,2500.0,4,5,4.3
3179,0,0,0,150.0,3,0,4.2
50107,1,1,17,600.0,1,10,4.4
2924,1,0,15,700.0,2,4,3.8
44815,1,0,17,400.0,2,8,2.8
14796,1,0,2,300.0,2,8,3.8
33365,0,0,14,150.0,2,10,4.1
5052,0,0,17,750.0,1,3,4.2
31587,0,0,17,200.0,4,8,3.1
14367,0,0,15,300.0,4,8,3.5
16299,1,0,17,600.0,2,2,4.0
28341,1,1,17,650.0,4,3,4.0
17252,1,0,17,200.0,4,8,3.8
26570,1,1,17,600.0,1,3,4.2
36114,0,0,7,400.0,2,9,3.7
8401,1,0,17,450.0,2,6,3.9
41669,0,0,17,900.0,4,4,3.4
41552,0,1,17,1500.0,4,10,3.9
50077,1,1,17,1500.0,6,10,4.0
44279,0,0,17,600.0,2,4,3.0
